img,res,prediction_value
3214,brown_tiger,0.9999939
2624,brown_tiger,0.9999939
3696,brown_tiger,0.9999937
3739,brown_tiger,0.9999937
553,brown_tiger,0.99999356
1988,brown_tiger,0.99999344
2955,brown_tiger,0.9999933
1262,brown_tiger,0.99999285
806,brown_tiger,0.99999285
3598,brown_tiger,0.9999927
1156,brown_tiger,0.9999927
2190,brown_tiger,0.9999926
4591,brown_tiger,0.9999926
2865,brown_tiger,0.9999924
3685,brown_tiger,0.99999225
875,brown_tiger,0.999992
554,brown_tiger,0.9999919
4361,brown_tiger,0.99999166
3798,brown_tiger,0.99999166
1250,brown_tiger,0.99999154
866,brown_tiger,0.9999914
3393,brown_tiger,0.9999912
2640,brown_tiger,0.99999106
2399,brown_tiger,0.9999908
849,brown_tiger,0.9999908
2191,brown_tiger,0.9999907
4218,brown_tiger,0.9999907
4056,brown_tiger,0.9999906
3749,brown_tiger,0.9999906
4482,brown_tiger,0.99999046
4609,brown_tiger,0.99999046
3328,brown_tiger,0.9999902
2953,brown_tiger,0.9999901
3436,brown_tiger,0.99999
3249,brown_tiger,0.99999
3205,brown_tiger,0.99999
4563,brown_tiger,0.99998987
2062,brown_tiger,0.9999896
4489,brown_tiger,0.9999895
1661,brown_tiger,0.9999894
3201,brown_tiger,0.9999894
817,brown_tiger,0.9999893
339,brown_tiger,0.9999893
750,brown_tiger,0.9999887
1226,brown_tiger,0.99998856
3480,brown_tiger,0.99998856
3791,brown_tiger,0.99998784
2321,brown_tiger,0.9999876
4301,brown_tiger,0.9999875
4511,brown_tiger,0.99998724
2280,brown_tiger,0.99998724
1618,brown_tiger,0.9999871
373,brown_tiger,0.999987
2203,brown_tiger,0.9999869
159,brown_tiger,0.9999869
2548,brown_tiger,0.99998665
2706,brown_tiger,0.99998665
759,brown_tiger,0.9999864
3847,brown_tiger,0.9999863
3578,brown_tiger,0.9999863
3095,brown_tiger,0.99998593
2309,brown_tiger,0.9999857
2539,brown_tiger,0.99998546
4408,brown_tiger,0.99998546
1728,brown_tiger,0.99998534
4605,brown_tiger,0.99998534
4705,brown_tiger,0.9999851
398,brown_tiger,0.99998486
1136,brown_tiger,0.99998486
4625,brown_tiger,0.99998474
3222,brown_tiger,0.9999844
4488,brown_tiger,0.999984
3035,brown_tiger,0.9999838
3964,brown_tiger,0.99998367
2451,brown_tiger,0.99998367
2686,brown_tiger,0.99998367
575,brown_tiger,0.9999832
1272,brown_tiger,0.99998295
2962,brown_tiger,0.99998283
2180,brown_tiger,0.9999827
4495,brown_tiger,0.9999826
865,brown_tiger,0.9999826
2725,brown_tiger,0.9999825
3652,brown_tiger,0.99998236
4190,brown_tiger,0.99998224
3215,brown_tiger,0.9999819
3451,brown_tiger,0.9999815
50,brown_tiger,0.9999814
517,brown_tiger,0.9999813
2690,brown_tiger,0.9999813
2294,brown_tiger,0.99998116
683,brown_tiger,0.99998105
3467,brown_tiger,0.9999808
1655,brown_tiger,0.9999807
1999,brown_tiger,0.99998045
3063,brown_tiger,0.99997973
3281,brown_tiger,0.9999796
531,brown_tiger,0.9999795
4366,brown_tiger,0.99997926
1762,brown_tiger,0.99997866
2485,brown_tiger,0.9999782
1694,brown_tiger,0.99997795
1397,brown_tiger,0.9999777
3891,brown_tiger,0.99997735
1108,brown_tiger,0.99997723
920,brown_tiger,0.999977
2316,brown_tiger,0.99997663
4060,brown_tiger,0.99997663
124,brown_tiger,0.99997663
4601,brown_tiger,0.9999765
3011,brown_tiger,0.9999757
4111,brown_tiger,0.99997544
1714,brown_tiger,0.99997544
4717,brown_tiger,0.9999752
471,brown_tiger,0.9999751
1199,brown_tiger,0.99997497
3382,brown_tiger,0.9999745
3373,brown_tiger,0.99997437
3818,brown_tiger,0.99997437
1386,brown_tiger,0.9999739
1264,brown_tiger,0.99997365
2230,brown_tiger,0.9999734
1933,brown_tiger,0.9999732
2846,brown_tiger,0.99997294
3097,brown_tiger,0.9999727
2932,brown_tiger,0.9999726
2632,brown_tiger,0.9999726
2714,brown_tiger,0.9999726
2759,brown_tiger,0.99997246
2925,brown_tiger,0.99997187
2809,brown_tiger,0.99997187
783,brown_tiger,0.99997175
3289,brown_tiger,0.9999714
743,brown_tiger,0.9999713
1130,brown_tiger,0.99997103
1138,brown_tiger,0.9999707
3074,brown_tiger,0.9999703
2920,brown_tiger,0.9999702
4266,brown_tiger,0.9999697
461,brown_tiger,0.9999695
1260,brown_tiger,0.99996936
1786,brown_tiger,0.999969
664,brown_tiger,0.99996877
3594,brown_tiger,0.9999685
2304,brown_tiger,0.9999685
4595,brown_tiger,0.9999678
4559,brown_tiger,0.9999677
560,brown_tiger,0.99996746
380,brown_tiger,0.9999665
3256,brown_tiger,0.9999665
4048,brown_tiger,0.9999664
1127,brown_tiger,0.9999664
1592,brown_tiger,0.99996614
2827,brown_tiger,0.999966
2246,brown_tiger,0.9999659
561,brown_tiger,0.99996567
255,brown_tiger,0.9999652
3623,brown_tiger,0.99996495
3792,brown_tiger,0.9999645
2344,brown_tiger,0.9999645
2237,brown_tiger,0.99996424
4369,brown_tiger,0.99996364
3184,brown_tiger,0.99996316
3613,brown_tiger,0.99996305
3381,brown_tiger,0.9999629
2000,brown_tiger,0.9999628
3207,brown_tiger,0.9999627
3321,brown_tiger,0.99996257
3150,brown_tiger,0.99996185
298,brown_tiger,0.99996114
3227,brown_tiger,0.9999609
2614,brown_tiger,0.9999604
167,brown_tiger,0.9999604
3605,brown_tiger,0.9999602
454,brown_tiger,0.99995995
1258,brown_tiger,0.9999598
3286,brown_tiger,0.9999596
4619,brown_tiger,0.9999596
872,brown_tiger,0.99995935
3664,brown_tiger,0.99995923
808,brown_tiger,0.999959
2929,brown_tiger,0.99995863
3258,brown_tiger,0.99995816
1375,brown_tiger,0.9999579
3291,brown_tiger,0.9999578
3887,brown_tiger,0.9999578
4046,brown_tiger,0.99995697
2273,brown_tiger,0.99995697
2719,brown_tiger,0.9999566
2703,brown_tiger,0.99995613
1489,brown_tiger,0.999956
1589,brown_tiger,0.999956
390,brown_tiger,0.9999559
1286,brown_tiger,0.9999553
3854,brown_tiger,0.9999552
1178,brown_tiger,0.9999552
775,brown_tiger,0.9999547
287,brown_tiger,0.9999547
4380,brown_tiger,0.99995434
794,brown_tiger,0.9999541
1201,brown_tiger,0.9999536
3760,brown_tiger,0.9999536
2482,brown_tiger,0.99995327
3915,brown_tiger,0.99995255
2657,brown_tiger,0.9999511
1625,brown_tiger,0.9999504
633,brown_tiger,0.9999504
723,brown_tiger,0.99994993
2973,brown_tiger,0.9999498
688,brown_tiger,0.99994946
132,brown_tiger,0.9999479
2840,brown_tiger,0.99994767
2257,brown_tiger,0.9999472
1214,brown_tiger,0.9999472
247,brown_tiger,0.9999461
4069,brown_tiger,0.999946
4009,brown_tiger,0.9999447
3032,brown_tiger,0.99994457
2009,brown_tiger,0.99994457
1528,brown_tiger,0.99994373
1500,brown_tiger,0.9999436
3516,brown_tiger,0.99994326
2674,brown_tiger,0.9999429
4407,brown_tiger,0.9999429
2015,brown_tiger,0.9999428
4648,brown_tiger,0.9999399
971,brown_tiger,0.9999398
1267,brown_tiger,0.9999398
2889,brown_tiger,0.9999391
4496,brown_tiger,0.9999391
969,brown_tiger,0.99993885
274,brown_tiger,0.9999386
2741,brown_tiger,0.9999385
3412,brown_tiger,0.99993825
1983,brown_tiger,0.99993813
223,brown_tiger,0.999938
3284,brown_tiger,0.9999378
3033,brown_tiger,0.9999372
2107,brown_tiger,0.9999372
4314,brown_tiger,0.99993694
3827,brown_tiger,0.9999362
1691,brown_tiger,0.999936
2964,brown_tiger,0.99993587
3956,brown_tiger,0.9999356
3823,brown_tiger,0.99993515
3984,brown_tiger,0.9999348
1879,brown_tiger,0.9999348
1600,brown_tiger,0.99993324
2397,brown_tiger,0.999933
1453,brown_tiger,0.9999329
1041,brown_tiger,0.9999317
1602,brown_tiger,0.99993086
4551,brown_tiger,0.9999306
2429,brown_tiger,0.99993026
2147,brown_tiger,0.99993
4450,brown_tiger,0.9999298
190,brown_tiger,0.99992967
3484,brown_tiger,0.9999293
1106,brown_tiger,0.9999287
1193,brown_tiger,0.9999287
2038,brown_tiger,0.9999281
2011,brown_tiger,0.999928
651,brown_tiger,0.99992764
4525,brown_tiger,0.9999273
372,brown_tiger,0.99992704
642,brown_tiger,0.9999263
2721,brown_tiger,0.99992454
3896,brown_tiger,0.9999244
4613,brown_tiger,0.9999236
1663,brown_tiger,0.99992204
2913,brown_tiger,0.99992144
3220,brown_tiger,0.99992085
3689,brown_tiger,0.9999206
805,brown_tiger,0.9999199
3790,brown_tiger,0.9999194
1914,brown_tiger,0.9999194
797,brown_tiger,0.99991906
667,brown_tiger,0.9999181
4379,brown_tiger,0.99991643
3276,brown_tiger,0.99991596
3836,brown_tiger,0.99991584
4704,brown_tiger,0.99991524
3797,brown_tiger,0.9999143
3425,brown_tiger,0.99991405
1927,brown_tiger,0.9999136
2355,brown_tiger,0.9999124
3850,brown_tiger,0.9999119
2988,brown_tiger,0.9999118
321,brown_tiger,0.9999112
2649,brown_tiger,0.9999107
1559,brown_tiger,0.99991
1075,brown_tiger,0.9999094
3364,brown_tiger,0.9999094
2755,brown_tiger,0.9999068
4436,brown_tiger,0.9999063
512,brown_tiger,0.9999062
2057,brown_tiger,0.99990547
851,brown_tiger,0.99990296
1651,brown_tiger,0.9999018
566,brown_tiger,0.9999008
1916,brown_tiger,0.99990046
365,brown_tiger,0.9998989
2947,brown_tiger,0.9998987
2871,brown_tiger,0.99989533
1869,brown_tiger,0.9998952
3242,brown_tiger,0.999895
1268,brown_tiger,0.99989426
677,brown_tiger,0.9998938
2722,brown_tiger,0.9998915
3987,brown_tiger,0.9998915
1547,brown_tiger,0.9998907
727,brown_tiger,0.99989045
1751,brown_tiger,0.9998903
1603,brown_tiger,0.9998902
3757,brown_tiger,0.99988973
3676,brown_tiger,0.9998896
2475,brown_tiger,0.9998896
1769,brown_tiger,0.9998896
451,brown_tiger,0.9998894
3793,brown_tiger,0.999889
3906,brown_tiger,0.99988854
1752,brown_tiger,0.99988604
2264,brown_tiger,0.99988496
294,brown_tiger,0.99988425
4100,brown_tiger,0.9998838
2915,brown_tiger,0.9998822
1892,brown_tiger,0.9998809
1963,brown_tiger,0.99988043
4483,brown_tiger,0.99987984
2570,brown_tiger,0.9998789
1079,brown_tiger,0.9998785
2616,brown_tiger,0.999877
2905,brown_tiger,0.9998764
3450,brown_tiger,0.9998764
3098,brown_tiger,0.9998754
15,brown_tiger,0.99987113
1895,brown_tiger,0.9998704
2251,brown_tiger,0.9998703
437,brown_tiger,0.99987006
3769,brown_tiger,0.9998684
394,brown_tiger,0.9998652
1280,brown_tiger,0.99986374
2477,brown_tiger,0.9998634
1558,brown_tiger,0.9998616
2836,brown_tiger,0.99986136
4453,brown_tiger,0.99985814
3670,brown_tiger,0.9998573
101,brown_tiger,0.99985695
2612,brown_tiger,0.9998567
1756,brown_tiger,0.9998553
3911,brown_tiger,0.9998548
573,brown_tiger,0.99985385
3268,brown_tiger,0.99985313
3716,brown_tiger,0.99985313
3368,brown_tiger,0.9998528
680,brown_tiger,0.9998523
2794,brown_tiger,0.99985194
4076,brown_tiger,0.99984956
2172,brown_tiger,0.9998485
1092,brown_tiger,0.999848
3924,brown_tiger,0.99984765
1200,brown_tiger,0.99984527
1368,brown_tiger,0.9998449
3731,brown_tiger,0.99984217
156,brown_tiger,0.99984133
2555,brown_tiger,0.99984014
2568,brown_tiger,0.99983895
1331,brown_tiger,0.99983513
4700,brown_tiger,0.9998336
3051,brown_tiger,0.9998324
4138,brown_tiger,0.9998313
3491,brown_tiger,0.99983
2716,brown_tiger,0.99982774
3345,brown_tiger,0.9998276
2639,brown_tiger,0.9998266
4188,brown_tiger,0.9998246
4027,brown_tiger,0.9998222
3982,brown_tiger,0.9998178
3091,brown_tiger,0.99981743
179,brown_tiger,0.99981433
1053,brown_tiger,0.99981374
3251,brown_tiger,0.99981076
4610,brown_tiger,0.99980813
2489,brown_tiger,0.999808
2652,brown_tiger,0.9998068
3877,brown_tiger,0.9998054
4156,brown_tiger,0.99980456
1781,brown_tiger,0.99980456
4261,brown_tiger,0.99979955
1907,brown_tiger,0.9997955
3441,brown_tiger,0.99979526
1227,brown_tiger,0.99979407
997,brown_tiger,0.99979025
2656,brown_tiger,0.99979013
2446,brown_tiger,0.99978215
4182,brown_tiger,0.99978215
2892,brown_tiger,0.9997714
2501,brown_tiger,0.9997694
4259,brown_tiger,0.9997669
4726,brown_tiger,0.9997625
3302,brown_tiger,0.99975985
2627,brown_tiger,0.9997578
2924,brown_tiger,0.9997557
956,brown_tiger,0.9997552
826,brown_tiger,0.999754
4131,brown_tiger,0.9997489
47,brown_tiger,0.99974877
3255,brown_tiger,0.9997478
3907,brown_tiger,0.9997464
4097,brown_tiger,0.99974173
3442,brown_tiger,0.9997402
1093,brown_tiger,0.99973696
1809,brown_tiger,0.9997292
926,brown_tiger,0.99972886
2869,brown_tiger,0.9997279
923,brown_tiger,0.99971825
3844,brown_tiger,0.9997168
2334,brown_tiger,0.9997123
1637,brown_tiger,0.99971086
4457,brown_tiger,0.9997024
3042,brown_tiger,0.99969923
2573,brown_tiger,0.9996958
790,brown_tiger,0.99969566
3031,brown_tiger,0.99969506
1727,brown_tiger,0.9996923
272,brown_tiger,0.9996908
1745,brown_tiger,0.99969065
748,brown_tiger,0.9996885
820,brown_tiger,0.9996861
2352,brown_tiger,0.9996766
4071,brown_tiger,0.99967384
366,brown_tiger,0.9996731
1667,brown_tiger,0.9996673
1076,brown_tiger,0.99965525
4146,brown_tiger,0.999652
3226,brown_tiger,0.9996494
2296,brown_tiger,0.9996489
3187,brown_tiger,0.9996469
4440,brown_tiger,0.9996393
4267,brown_tiger,0.9996393
830,brown_tiger,0.99963796
2995,brown_tiger,0.9996288
1056,brown_tiger,0.9996269
1006,brown_tiger,0.9996184
1885,brown_tiger,0.999617
733,brown_tiger,0.9996075
4148,brown_tiger,0.99960274
149,brown_tiger,0.99960035
297,brown_tiger,0.9995981
1614,brown_tiger,0.99959284
2047,brown_tiger,0.9995857
833,brown_tiger,0.9995802
193,brown_tiger,0.999579
48,brown_tiger,0.99957734
1842,brown_tiger,0.99957293
2307,brown_tiger,0.99956137
1182,brown_tiger,0.99955004
4089,brown_tiger,0.9995474
2821,brown_tiger,0.9995234
991,brown_tiger,0.9995061
2082,brown_tiger,0.99947935
4683,brown_tiger,0.99946564
1517,brown_tiger,0.9994355
360,brown_tiger,0.99942553
3612,brown_tiger,0.99939454
4162,brown_tiger,0.9993942
4239,brown_tiger,0.99939024
3523,brown_tiger,0.9993863
3651,brown_tiger,0.99937904
2035,brown_tiger,0.99937195
3936,brown_tiger,0.9993492
4096,brown_tiger,0.99934715
3461,brown_tiger,0.9993443
3993,brown_tiger,0.99934036
2333,brown_tiger,0.9992391
123,brown_tiger,0.9992175
2040,brown_tiger,0.99920684
1860,brown_tiger,0.99919254
2789,brown_tiger,0.99916685
3314,brown_tiger,0.99908483
3908,brown_tiger,0.99906987
3635,brown_tiger,0.99904925
1901,brown_tiger,0.99899524
3925,brown_tiger,0.9989857
996,brown_tiger,0.9989128
422,brown_tiger,0.9989091
2538,brown_tiger,0.99890494
2552,brown_tiger,0.9988932
1048,brown_tiger,0.99866295
89,brown_tiger,0.99866116
3872,brown_tiger,0.99864584
1664,brown_tiger,0.9986284
4066,brown_tiger,0.99858403
2868,brown_tiger,0.9985662
4173,brown_tiger,0.99855024
301,brown_tiger,0.9985453
1873,brown_tiger,0.9985279
1332,brown_tiger,0.9984658
2262,brown_tiger,0.99844944
3139,brown_tiger,0.9984426
4086,brown_tiger,0.9984301
2942,brown_tiger,0.9984268
1565,brown_tiger,0.998398
541,brown_tiger,0.9983714
420,brown_tiger,0.99834406
670,brown_tiger,0.9982497
2732,brown_tiger,0.9981686
802,brown_tiger,0.99799
860,brown_tiger,0.99786144
3910,brown_tiger,0.99771166
2218,brown_tiger,0.99756765
4275,brown_tiger,0.99754333
1446,brown_tiger,0.99751675
2019,brown_tiger,0.99746907
508,brown_tiger,0.99733526
702,brown_tiger,0.99733424
1705,brown_tiger,0.99723995
1269,brown_tiger,0.9971813
4512,brown_tiger,0.9971316
2176,brown_tiger,0.9970797
3482,brown_tiger,0.9970156
3744,brown_tiger,0.99696475
1161,brown_tiger,0.9969216
1768,brown_tiger,0.99683845
4438,brown_tiger,0.9968311
2215,brown_tiger,0.99671966
37,brown_tiger,0.996714
2056,brown_tiger,0.9965683
4702,brown_tiger,0.9965675
4083,brown_tiger,0.9965513
3128,brown_tiger,0.9964805
60,brown_tiger,0.99622786
1631,brown_tiger,0.99612623
1315,brown_tiger,0.99605846
4031,brown_tiger,0.9960393
1370,brown_tiger,0.9959369
646,brown_tiger,0.99593157
251,brown_tiger,0.99579525
3603,brown_tiger,0.9957279
2518,brown_tiger,0.99572104
965,brown_tiger,0.9956631
3853,brown_tiger,0.99564075
1426,brown_tiger,0.9956071
1427,brown_tiger,0.9954802
606,brown_tiger,0.9954614
238,brown_tiger,0.9954419
793,brown_tiger,0.99493235
524,brown_tiger,0.99479926
902,brown_tiger,0.99476177
1652,brown_tiger,0.9944516
382,brown_tiger,0.9942162
801,brown_tiger,0.9940877
1495,brown_tiger,0.9939241
2736,brown_tiger,0.9936587
1697,brown_tiger,0.99337536
3746,brown_tiger,0.993363
877,brown_tiger,0.9933606
2694,brown_tiger,0.99309546
3363,brown_tiger,0.992949
2483,brown_tiger,0.9928584
3673,brown_tiger,0.9925271
2633,brown_tiger,0.9923948
816,brown_tiger,0.9923719
2044,brown_tiger,0.9921738
2659,brown_tiger,0.991895
1356,brown_tiger,0.9915249
1476,brown_tiger,0.99151164
3540,brown_tiger,0.99149877
2300,brown_tiger,0.9913488
2267,brown_tiger,0.99113536
704,brown_tiger,0.9909774
22,brown_tiger,0.99066013
3932,brown_tiger,0.9900249
1281,brown_tiger,0.9895382
3942,brown_tiger,0.98952186
2266,brown_tiger,0.98950785
1493,brown_tiger,0.9891099
1340,brown_tiger,0.98858994
378,brown_tiger,0.98846966
2895,brown_tiger,0.9879325
822,brown_tiger,0.98665816
1112,brown_tiger,0.9858797
1606,brown_tiger,0.985224
1644,brown_tiger,0.9846466
1401,brown_tiger,0.9837516
4054,brown_tiger,0.98275733
827,brown_tiger,0.9819556
2090,brown_tiger,0.98185354
2844,brown_tiger,0.98130935
3294,brown_tiger,0.98002577
3957,brown_tiger,0.97999007
2335,brown_tiger,0.97916543
3742,brown_tiger,0.97438836
3246,brown_tiger,0.97327435
221,brown_tiger,0.97292656
4607,brown_tiger,0.97278386
4709,brown_tiger,0.96935004
4144,brown_tiger,0.9690636
2863,brown_tiger,0.9685376
2912,brown_tiger,0.9683108
3157,brown_tiger,0.96782583
169,brown_tiger,0.9674205
20,brown_tiger,0.96707344
3026,brown_tiger,0.9646906
2883,brown_tiger,0.9616906
3013,brown_tiger,0.961126
3828,brown_tiger,0.9604023
1358,brown_tiger,0.95982987
4132,brown_tiger,0.95696133
1597,brown_tiger,0.9533549
4077,brown_tiger,0.95031184
937,brown_tiger,0.94581175
4017,brown_tiger,0.94051
4364,brown_tiger,0.92262775
3977,brown_tiger,0.92051077
2487,brown_tiger,0.9197891
4246,brown_tiger,0.9188728
3639,brown_tiger,0.91884446
435,brown_tiger,0.9145058
1498,brown_tiger,0.91398495
4211,brown_tiger,0.90832454
1913,brown_tiger,0.90289164
2427,brown_tiger,0.89477694
3724,brown_tiger,0.88723373
3551,brown_tiger,0.87951285
1097,brown_tiger,0.8769045
83,brown_tiger,0.85323274
1402,brown_tiger,0.83459413
3022,brown_tiger,0.8286739
2007,brown_tiger,0.81825924
863,brown_tiger,0.8165621
2560,brown_tiger,0.80896795
481,brown_tiger,0.8031271
327,brown_tiger,0.80275327
4326,brown_tiger,0.80175364
1562,brown_tiger,0.80038875
2604,brown_tiger,0.7980042
2575,brown_tiger,0.771867
4679,brown_tiger,0.7329714
1497,brown_tiger,0.7079666
2662,brown_tiger,0.6788905
1898,brown_tiger,0.6676175
1293,brown_tiger,0.6252158
4174,brown_tiger,0.61651886
3099,brown_tiger,0.594056
349,brown_tiger,0.5880717
439,brown_tiger,0.58077157
2967,brown_tiger,0.5614316
2666,brown_tiger,0.5579003
2001,brown_tiger,0.55045384
2080,brown_tiger,0.54584587
729,brown_tiger,0.52772313
4028,brown_tiger,0.51030254
3585,brown_tiger,0.50100166
3547,female_lion,1
717,female_lion,1
2459,female_lion,1
4029,female_lion,1
1654,female_lion,1
2740,female_lion,1
4710,female_lion,1
1248,female_lion,1
1711,female_lion,1
446,female_lion,1
4241,female_lion,1
4193,female_lion,1
2367,female_lion,1
3743,female_lion,1
4504,female_lion,1
2917,female_lion,1
2003,female_lion,1
607,female_lion,1
264,female_lion,1
1074,female_lion,1
3735,female_lion,1
421,female_lion,1
1102,female_lion,1
197,female_lion,1
1645,female_lion,1
4011,female_lion,1
2835,female_lion,1
2033,female_lion,1
1856,female_lion,1
1244,female_lion,1
4270,female_lion,1
3307,female_lion,1
1310,female_lion,1
3232,female_lion,1
914,female_lion,1
1897,female_lion,1
263,female_lion,1
2219,female_lion,1
1054,female_lion,1
4470,female_lion,1
4699,female_lion,1
4207,female_lion,1
3736,female_lion,1
1588,female_lion,1
2537,female_lion,1
3501,female_lion,1
4441,female_lion,1
639,female_lion,1
3176,female_lion,1
3570,female_lion,1
4626,female_lion,1
975,female_lion,1
3780,female_lion,1
4462,female_lion,1
2530,female_lion,1
2769,female_lion,1
4602,female_lion,1
1236,female_lion,1
218,female_lion,1
2772,female_lion,1
2746,female_lion,1
4305,female_lion,1
3119,female_lion,1
4334,female_lion,1
693,female_lion,1
254,female_lion,1
1469,female_lion,1
4045,female_lion,1
4437,female_lion,1
1114,female_lion,1
2209,female_lion,1
3983,female_lion,1
1443,female_lion,1
999,female_lion,1
3247,female_lion,1
945,female_lion,1
1121,female_lion,1
3002,female_lion,1
2233,female_lion,1
3609,female_lion,1
3686,female_lion,1
3456,female_lion,1
2735,female_lion,1
3903,female_lion,1
3602,female_lion,1
315,female_lion,1
278,female_lion,1
1503,female_lion,1
4033,female_lion,1
3762,female_lion,1
4176,female_lion,1
2434,female_lion,1
3809,female_lion,1
2165,female_lion,1
165,female_lion,1
2072,female_lion,1
2178,female_lion,1
2409,female_lion,1
985,female_lion,1
34,female_lion,1
823,female_lion,1
2394,female_lion,1
673,female_lion,1
1918,female_lion,1
3257,female_lion,1
2961,female_lion,1
1610,female_lion,1
2193,female_lion,1
2758,female_lion,1
385,female_lion,1
2310,female_lion,1
1760,female_lion,1
772,female_lion,1
1359,female_lion,1
3335,female_lion,1
2345,female_lion,1
2286,female_lion,1
1365,female_lion,1
4701,female_lion,1
4363,female_lion,1
2077,female_lion,1
1779,female_lion,1
1195,female_lion,1
2386,female_lion,1
4075,female_lion,1
1119,female_lion,1
4428,female_lion,1
1398,female_lion,1
2103,female_lion,1
3700,female_lion,1
3914,female_lion,1
3980,female_lion,1
3472,female_lion,1
4159,female_lion,1
273,female_lion,1
4571,female_lion,1
1626,female_lion,1
1405,female_lion,1
662,female_lion,1
2281,female_lion,1
2562,female_lion,1
821,female_lion,1
4110,female_lion,1
1425,female_lion,1
1166,female_lion,1
1909,female_lion,1
1204,female_lion,1
74,female_lion,1
76,female_lion,1
4561,female_lion,1
3440,female_lion,1
232,female_lion,1
4229,female_lion,1
4664,female_lion,1
3879,female_lion,1
3693,female_lion,1
44,female_lion,1
4276,female_lion,1
2282,female_lion,1
1385,female_lion,1
1291,female_lion,1
2125,female_lion,1
840,female_lion,1
3943,female_lion,1
2599,female_lion,1
2201,female_lion,1
3574,female_lion,1
2350,female_lion,1
2689,female_lion,1
3532,female_lion,1
1339,female_lion,1
2290,female_lion,1
329,female_lion,1
3786,female_lion,1
2349,female_lion,1
2885,female_lion,1
3112,female_lion,1
3933,female_lion,1
2253,female_lion,1
1840,female_lion,1
3068,female_lion,1
2901,female_lion,1
3405,female_lion,1
1582,female_lion,1
3043,female_lion,1
1058,female_lion,1
916,female_lion,1
2361,female_lion,1
114,female_lion,1
4396,female_lion,1
777,female_lion,1
3418,female_lion,1
472,female_lion,1
1937,female_lion,1
1563,female_lion,1
3168,female_lion,1
3895,female_lion,1
3336,female_lion,1
1703,female_lion,1
4137,female_lion,1
2777,female_lion,1
243,female_lion,1
2085,female_lion,1
1143,female_lion,1
3250,female_lion,1
1420,female_lion,1
3332,female_lion,1
174,female_lion,1
2965,female_lion,1
873,female_lion,1
417,female_lion,1
2159,female_lion,1
155,female_lion,1
310,female_lion,1
4712,female_lion,1
3496,female_lion,1
843,female_lion,1
4640,female_lion,1
2516,female_lion,1
105,female_lion,1
445,female_lion,1
489,female_lion,1
2432,female_lion,1
3562,female_lion,1
2693,female_lion,1
2610,female_lion,1
1513,female_lion,1
1432,female_lion,1
2287,female_lion,1
4628,female_lion,1
1296,female_lion,1
1464,female_lion,1
4008,female_lion,1
2513,female_lion,1
2413,female_lion,1
1595,female_lion,1
4121,female_lion,1
3576,female_lion,1
3169,female_lion,1
4196,female_lion,1
3995,female_lion,1
2940,female_lion,1
3079,female_lion,1
502,female_lion,1
562,female_lion,1
1765,female_lion,1
4442,female_lion,1
328,female_lion,1
240,female_lion,1
203,female_lion,1
78,female_lion,1
3093,female_lion,1
46,female_lion,1
764,female_lion,1
2985,female_lion,1
4021,female_lion,1
117,female_lion,1
1546,female_lion,1
2880,female_lion,1
4641,female_lion,1
2728,female_lion,1
468,female_lion,1
178,female_lion,1
1064,female_lion,1
886,female_lion,1
3474,female_lion,1
39,female_lion,1
2238,female_lion,1
3554,female_lion,1
3833,female_lion,1
935,female_lion,1
4536,female_lion,1
715,female_lion,1
4499,female_lion,1
2687,female_lion,1
4377,female_lion,1
3720,female_lion,1
1560,female_lion,1
2591,female_lion,1
2870,female_lion,1
596,female_lion,1
4050,female_lion,1
4233,female_lion,1
2252,female_lion,1
4654,female_lion,1
1187,female_lion,1
1023,female_lion,1
536,female_lion,1
1008,female_lion,1
2299,female_lion,1
1784,female_lion,1
4532,female_lion,1
861,female_lion,1
2980,female_lion,1
3909,female_lion,1
3421,female_lion,1
2944,female_lion,1
3055,female_lion,1
4362,female_lion,1
3125,female_lion,1
3500,female_lion,1
3198,female_lion,1
933,female_lion,1
2319,female_lion,1
3801,female_lion,1
4302,female_lion,1
3774,female_lion,1
3263,female_lion,1
4135,female_lion,1
2514,female_lion,1
3114,female_lion,1
407,female_lion,1
3886,female_lion,1
2111,female_lion,1
4588,female_lion,1
2004,female_lion,1
1647,female_lion,1
3111,female_lion,1
4660,female_lion,1
205,female_lion,1
1099,female_lion,1
1951,female_lion,1
734,female_lion,1
3270,female_lion,1
1055,female_lion,1
279,female_lion,1
436,female_lion,1
3959,female_lion,1
1954,female_lion,1
672,female_lion,1
2407,female_lion,1
1371,female_lion,1
4014,female_lion,1
2922,female_lion,1
3401,female_lion,1
1474,female_lion,1
115,female_lion,1
2853,female_lion,1
3177,female_lion,1
406,female_lion,1
1134,female_lion,1
2701,female_lion,1
374,female_lion,1
3842,female_lion,1
676,female_lion,1
61,female_lion,1
4215,female_lion,1
2078,female_lion,0.9999999
918,female_lion,0.9999999
870,female_lion,0.9999999
4677,female_lion,0.9999999
3863,female_lion,0.9999999
157,female_lion,0.9999999
1283,female_lion,0.9999999
4583,female_lion,0.9999999
4388,female_lion,0.9999999
3475,female_lion,0.9999999
540,female_lion,0.9999999
1733,female_lion,0.9999999
1188,female_lion,0.9999999
2323,female_lion,0.9999999
3342,female_lion,0.9999999
1712,female_lion,0.9999999
3658,female_lion,0.9999999
4384,female_lion,0.9999999
227,female_lion,0.9999999
3708,female_lion,0.9999999
1081,female_lion,0.9999999
3502,female_lion,0.9999999
